Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C	filename	sample	layer	atom % N15	notes	N_source	light	incubation_time_hr	cell_type	cell_type_other	mu_d	gen_d	median_mu_d	median_gen_d
red	0	386546	3899	3376968	14224	1993	123051	5268	2672506	0.004194395363046386	GB21_D3_gly_dark_chain1_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	2.79386534946653e-4	2480.961298626282	0.0011777839674600183	589.1467187625044
red	0	1424288	14688	3130780	13898	8926	229545	10416	3339388	0.004419530393890885	GB21_D3_gly_dark_chain1_2.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	3.9293212559179903e-4	1764.0379480705208	0.0011777839674600183	589.1467187625044
blue	0	99388	1031	578110	2932	874	51818	2196	541976	0.0050461068218820675	GB21_D3_gly_dark_chain1_3.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Other	Other	7.092141926783957e-4	977.3453319401685	0.0011777839674600183	589.1467187625044
green	0	420735	4426	1702636	19498	3558	140791	6195	3966088	0.011321999333385208	GB21_D3_gly_dark_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis triplet	Picocystis	0.003899420668146988	177.75645141905915	0.0011777839674600183	589.1467187625044
blue	0	47242	512	99731	2018	214	3063	134	291921	0.019833118753009856	GB21_D3_gly_dark_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Other	Other	0.008291939290718467	83.59289139222419	0.0011777839674600183	589.1467187625044
red	0	73518	777	679516	17998	648	34334	1588	1306504	0.02580306631838214	GB21_D3_gly_dark_chain2_2.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	0.011419690648436842	60.697544434342895	0.0011777839674600183	589.1467187625044
red	0	246481	2430	857099	4479	2095	83879	3725	1500560	0.005198600707074693	GB21_D3_gly_dark_chain2_3.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	7.862503487662889e-4	881.5858481303919	0.0011777839674600183	589.1467187625044
red	1	68142	684	362265	1763	667	37152	1614	1459323	0.004843034052325645	GB21_D3_gly_dark_chain2_3.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	6.066636699100582e-4	1142.5559415198027	0.0011777839674600183	589.1467187625044
red	2	115488	1129	518917	3158	911	34208	1536	1964650	0.006048939328640521	GB21_D3_gly_dark_chain2_3.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	0.0012162562732214186	569.9022449635977	0.0011777839674600183	589.1467187625044
red	0	51238	495	789791	9242	638	32296	1409	1336264	0.011566480983889276	GB21_D3_gly_dark_chain2_4.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	0.0040245249426751175	172.23080746996382	0.0011777839674600183	589.1467187625044
red	1	58761	603	816021	5845	815	42314	1806	1340113	0.007111864951220758	GB21_D3_gly_dark_chain2_4.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis	Picocystis	0.001754807051423318	394.9990855107039	0.0011777839674600183	589.1467187625044
green	0	15615	166	16323	68	87	1254	55	77284	0.004148618144103471	GB21_D3_gly_dark_chain2_4.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	gly	dark	96	Picocystis triplet	Picocystis	2.5630535889537264e-4	2704.3803670250118	0.0011777839674600183	589.1467187625044
red	1	938000	NA	1240000	6036	9073	216000	NA	NA	0.0048369	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_1	f0	0.48369	NA	no3	dark	96	Picocystis	Picocystis	6.03566664943322e-4	1148.4185937025454	2.127893728945513e-4	3271.72585880729
red	2	1690000	NA	1590000	55223	15650	277000	NA	NA	0.033569	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_1	f0	3.3569	NA	no3	dark	96	Picocystis	Picocystis	0.015547842631656017	44.58156652220485	2.127893728945513e-4	3271.72585880729
red	3	813000	NA	819000	3387	7524	157000	NA	NA	0.0041172	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_1	f0	0.41172	NA	no3	dark	96	Picocystis	Picocystis	2.4046535625718414e-4	2882.524083089149	2.127893728945513e-4	3271.72585880729
red	4	1220000	NA	1040000	9056	13214	256000	NA	NA	0.0086441	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_1	f0	0.86441	NA	no3	dark	96	Picocystis	Picocystis	0.002533189359070157	273.6262798823593	2.127893728945513e-4	3271.72585880729
red	1	1690000	NA	3180000	12313	33659	375000	NA	NA	0.0038516	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_A_1	f0	0.38516	cell doublet or one cell on top of another	no3	dark	96	Picocystis	Picocystis	1.0659859564209345e-4	6502.404430234695	2.127893728945513e-4	3271.72585880729
red	2	429000	NA	1120000	4535	17872	154000	NA	NA	0.0040203	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_A_1	NA	0.40203	NA	no3	dark	96	Picocystis	Picocystis	1.9161785959898132e-4	3617.3412124035135	2.127893728945513e-4	3271.72585880729
green	1	682000	NA	1240000	4803.1	5101	51312	NA	NA	0.003866	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_A_1	f0	0.3866	1 Minnie (same Minnie as in B_1)	no3	dark	96	Picocystis triplet	Picocystis	1.138545945397005e-4	6088.003592320981	2.127893728945513e-4	3271.72585880729
red	1	4960000	NA	2810000	10927	45137	911000	NA	NA	0.0038725	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_B_1	f0	0.38725	1 Minnie, 1 large pico, 1 large doublet	no3	dark	96	Picocystis	Picocystis	1.1712994080682484e-4	5917.762578768054	2.127893728945513e-4	3271.72585880729
red	2	1730000	NA	1210000	192000	17421	392000	NA	NA	0.13761	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_B_1	f0	13.761	NA	no3	dark	96	Picocystis	Picocystis	0.07864512248432391	8.813606726826679	2.127893728945513e-4	3271.72585880729
red	3	1960000	NA	506000	4636	31640	365000	NA	NA	0.0090735	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_B_1	f0	0.90735	NA	no3	dark	96	Picocystis	Picocystis	0.0027517619545642026	251.892130207796	2.127893728945513e-4	3271.72585880729
green	1	1010000	NA	2070000	8113	13303	93980	NA	NA	0.0038999	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_B_1	f0	0.38999	NA	no3	dark	96	Picocystis triplet	Picocystis	1.3093725679309533e-4	5293.735316719242	2.127893728945513e-4	3271.72585880729
red	1	1270000	NA	1920000	8596	18526	347000	NA	NA	0.0044656	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_C_1	f0	0.44656	1 Mickey, 1 small doublet	no3	dark	96	Picocystis	Picocystis	4.1617343068927546e-4	1665.5248255803833	2.127893728945513e-4	3271.72585880729
green	1	3480000	NA	7990000	32834	39301	1620000	NA	NA	0.0040902000000000004	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_C_1	f0	0.40902	NA	no3	dark	96	Picocystis triplet	Picocystis	2.268536394493163e-4	3055.4818615321724	2.127893728945513e-4	3271.72585880729
red	1	880000	NA	1230000	4962	4733	136000	NA	NA	0.0040029	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_D_1	f0	0.40029	1 small doublet	no3	dark	96	Picocystis	Picocystis	1.8284749319434458e-4	3790.848692813165	2.127893728945513e-4	3271.72585880729
red	2	602000	NA	1170000	4489	5139	147000	NA	NA	0.0038344	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_no3_dark_D_1	f0	0.38344	NA	no3	dark	96	Picocystis	Picocystis	9.793198406466128e-5	7077.8427209468455	2.127893728945513e-4	3271.72585880729
red	1	926000	NA	1640000	6342	7437	140000	NA	NA	0.0038602	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_1	f0	0.38602	1 small shriveled pico on top of another?	no3	dark	96	Picocystis	Picocystis	1.1093201409866165e-4	6248.396246943359	2.127893728945513e-4	3271.72585880729
red	1	374000	NA	865000	3409	4607	108000	NA	NA	0.0039257	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_2	f0	0.39257	3 small picos	no3	dark	96	Picocystis	Picocystis	1.439390032631731e-4	4815.561903625378	2.127893728945513e-4	3271.72585880729
red	2	366000	NA	682000	4102	3489	70904	NA	NA	0.0059804	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_2	f0	0.59804	NA	no3	dark	96	Picocystis	Picocystis	0.0011815693480530492	586.6326692564345	2.127893728945513e-4	3271.72585880729
red	3	190000	NA	554000	2148	2501	56289	NA	NA	0.003863	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_2	f0	0.3863	NA	no3	dark	96	Picocystis	Picocystis	1.1234291073557647e-4	6169.92363845208	2.127893728945513e-4	3271.72585880729
red	1	301000	NA	638000	7705	2970	76616	NA	NA	0.011924	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_3	f0	1.1924	cluster of picos ~1.3-1.5 um wide. Drew 4 rois.	no3	dark	96	Picocystis	Picocystis	0.0042075846185527736	164.7375497817933	2.127893728945513e-4	3271.72585880729
red	2	526000	NA	1010000	8440	3120	89336	NA	NA	0.0082662	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_3	f0	0.82662	NA	no3	dark	96	Picocystis	Picocystis	0.002340989187197097	296.0915771635243	2.127893728945513e-4	3271.72585880729
red	3	467000	NA	847000	8299	4518	104000	NA	NA	0.0097061	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_3	f0	0.97061	NA	no3	dark	96	Picocystis	Picocystis	0.0030741156722642253	225.47856179055586	2.127893728945513e-4	3271.72585880729
red	4	387000	NA	807000	3062	3058	70020	NA	NA	0.0037791	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_3	f0	0.37791	NA	no3	dark	96	Picocystis	Picocystis	7.006985572187617e-5	9892.230737725655	2.127893728945513e-4	3271.72585880729
red	1	541000	NA	1340000	5435	10220	144000	NA	NA	0.0040344	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_4	f0	0.40344	cluster of small picos. Drew 3 rois	no3	dark	96	Picocystis	Picocystis	1.9872510633978625e-4	3487.969856082407	2.127893728945513e-4	3271.72585880729
red	2	319000	NA	619000	6575	4486	73969	NA	NA	0.010513	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_4	f0	1.0513	NA	no3	dark	96	Picocystis	Picocystis	0.003485891500116771	198.843590093589	2.127893728945513e-4	3271.72585880729
red	3	337000	NA	822000	3725	2799	89964	NA	NA	0.0045115	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_4	f0	0.45115	NA	no3	dark	96	Picocystis	Picocystis	4.3933132140643857e-4	1577.7322189115991	2.127893728945513e-4	3271.72585880729
red	1	682000	NA	827000	3100	11027	175000	NA	NA	0.0037345	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_6	f0	0.37345	1 small doublet	no3	dark	96	Picocystis	Picocystis	4.760103396773022e-5	14561.599250760915	2.127893728945513e-4	3271.72585880729
red	2	524000	NA	1140000	4309	2754	152000	NA	NA	0.0037814	GB21_data_nanoSIMS_no3_dark.tsv	GB21_D1_No3_dark_friday_6	f0	0.37814	NA	no3	dark	96	Picocystis	Picocystis	7.122861653300065e-5	9731.302028571705	2.127893728945513e-4	3271.72585880729
red	0	462957	4661	655794	19006	4463	117353	5440	1510878	0.028165382335506816	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.01266823300613179	54.715379818514705	0.007302679565994291	71.3175937247473
red	1	1070829	11308	1063894	32181	11711	213226	9448	1852253	0.029360217138425748	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.01330211517968224	52.108042307336504	0.007302679565994291	71.3175937247473
red	2	1451334	15407	731368	19964	13885	78429	3531	2424530	0.026571475725777685	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.011825130144263165	58.61645259745561	0.007302679565994291	71.3175937247473
red	3	743525	7864	600848	17033	6556	90199	4133	1757546	0.027566796842757747	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.012351275486384743	56.11948185626873	0.007302679565994291	71.3175937247473
blue	0	159299	1740	6349	315	1064	1970	91	167802	0.04726890756302521	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.023000783902974845	30.13580682657933	0.007302679565994291	71.3175937247473
blue	1	111221	1284	5123	215	752	1410	61	120041	0.040277257399775196	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.019169473904473634	36.15890472602817	0.007302679565994291	71.3175937247473
blue	2	215802	2405	7269	347	1260	2542	101	206726	0.045561974789915964	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.022059980940034696	31.4210235468524	0.007302679565994291	71.3175937247473
blue	3	154684	1750	6361	309	1076	1656	78	160314	0.04632683658170914	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.02248110887141252	30.832428441346444	0.007302679565994291	71.3175937247473
blue	4	170603	1971	7719	291	1740	2337	93	157664	0.036329588014981276	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.017031872268508892	40.697063108061286	0.007302679565994291	71.3175937247473
blue	5	75788	807	11798	593	1077	4202	191	84726	0.047857315793721246	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.023325916716423187	29.715753039275747	0.007302679565994291	71.3175937247473
blue	6	140064	1449	9160	373	742	2152	97	161857	0.03912724221126613	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.018544869620490522	37.376762131240646	0.007302679565994291	71.3175937247473
blue	7	76968	832	3298	209	495	992	46	91503	0.05959509552323924	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.02990173217645587	23.180837032100698	0.007302679565994291	71.3175937247473
blue	8	67536	745	5149	299	573	2090	101	76705	0.054882525697503674	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.027240808845511652	25.445176187349226	0.007302679565994291	71.3175937247473
blue	9	110742	1218	9643	666	1018	4951	241	470307	0.06460374430109612	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.03276123020598085	21.157544335236995	0.007302679565994291	71.3175937247473
blue	10	423893	4522	39279	654	3186	5934	275	659260	0.016377432198933214	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0064991714998273555	106.65162176107495	0.007302679565994291	71.3175937247473
blue	11	36382	438	2645	87	410	550	28	47854	0.03184480234260615	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.014625402509029967	47.39337465290167	0.007302679565994291	71.3175937247473
blue	12	14568	142	945	16	132	263	13	21188	0.01664932362122789	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.006639760410170291	104.39340243335197	0.007302679565994291	71.3175937247473
blue	13	29071	331	2218	41	291	489	20	38628	0.01814962372731297	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.007416956679420752	93.45439248461116	0.007302679565994291	71.3175937247473
blue	14	22613	236	1583	26	194	604	42	30439	0.016159105034182723	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0063863366606530005	108.53596003331764	0.007302679565994291	71.3175937247473
blue	15	24186	264	2109	52	216	373	30	38978	0.024062933826931976	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.010503959584538987	65.98913247726163	0.007302679565994291	71.3175937247473
blue	16	31998	327	3021	54	308	517	33	48495	0.0175609756097561	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.007111732858505906	97.46530056045547	0.007302679565994291	71.3175937247473
blue	17	12275	133	997	21	137	182	13	17227	0.0206286836935167	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.008706495545400688	79.61264976769083	0.007302679565994291	71.3175937247473
blue	18	40104	441	2702	61	393	1089	45	46350	0.022077452044878754	GB21_L1_no3_light_A_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.009463196027627878	73.2466260379999	0.007302679565994291	71.3175937247473
red	0	434038	4439	194304	4486	968	23231	1056	927807	0.0225665274913225	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.0097191610703408	71.3175937247473	0.007302679565994291	71.3175937247473
red	1	591028	6413	355077	8162	8218	148148	6700	1104581	0.022470054151674242	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.00966864953339501	71.69017536170395	0.007302679565994291	71.3175937247473
red	2	516903	5304	437730	8289	3584	60475	2788	1425881	0.01858441008118488	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.0076426401347999455	90.69472961362837	0.007302679565994291	71.3175937247473
red	3	486448	4903	296875	45368	413	58309	2658	1218165	0.1325607828355876	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.07518589010096335	9.2191125173773	0.007302679565994291	71.3175937247473
red	4	395610	3997	526003	10154	2234	90146	4093	927025	0.01893848257133638	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.007826578279105463	88.56324639471546	0.007302679565994291	71.3175937247473
blue	0	68015	698	19168	161	185	1438	64	163685	0.00832945315329298	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0023731494850354157	292.07902196249603	0.007302679565994291	71.3175937247473
blue	1	21553	227	1590	12	0	559	31	40499	0.00749063670411985	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.00194699942667804	356.0079017293751	0.007302679565994291	71.3175937247473
blue	2	14345	149	926	9	7	458	16	20110	0.009625668449197862	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0030331071291123473	228.52710143568123	0.007302679565994291	71.3175937247473
blue	3	46034	456	3249	28	9	1323	55	60269	0.008544400366188587	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0024824677129607433	279.2169972407236	0.007302679565994291	71.3175937247473
blue	4	46621	515	2887	19	4	1540	81	61805	0.00653819683413627	GB21_L1_no3_light_B_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0014640034737360814	473.4600654949677	0.007302679565994291	71.3175937247473
red	0	1272610	12999	889622	252719	12604	119314	5471	1905636	0.22122903756408988	GB21_L1_no3_light_C_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.14422773709894576	4.8059214857154675	0.007302679565994291	71.3175937247473
red	1	1008757	10523	1106491	454368	14033	218055	9829	1230279	0.2911012461727805	GB21_L1_no3_light_C_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.21636294169128523	3.203631708561967	0.007302679565994291	71.3175937247473
blue	0	207917	2198	428295	2356	2642	36948	1574	323818	0.0054707872500005805	GB21_L1_no3_light_C_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	9.238113149792633e-4	750.3125035608643	0.007302679565994291	71.3175937247473
blue	1	43260	473	3089	59	98	389	23	63747	0.018742058449809404	GB21_L1_no3_light_C_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.007724520629526546	89.73335871619388	0.007302679565994291	71.3175937247473
blue	2	173073	1815	225875	4771	2079	15171	714	341699	0.02068537932589336	GB21_L1_no3_light_C_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.008736064995757565	79.34318035597876	0.007302679565994291	71.3175937247473
green	0	2323338	24125	2459421	41120	19586	847017	38784	4089424	0.01644444142287609	GB21_L1_no3_light_chain_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.006533813114552994	106.08616567499826	0.007302679565994291	71.3175937247473
red	0	211334	2200	1067294	13030	1214	58702	2726	1229637	0.012061196455878052	GB21_L1_no3_light_chain_10.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.004277868622588128	162.03096488283185	0.007302679565994291	71.3175937247473
blue	0	21851	213	400191	6003	104	3804	140	263218	0.014778652565030503	GB21_L1_no3_light_chain_11.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.005674074154426872	122.1604021546241	0.007302679565994291	71.3175937247473
red	0	105	1	108	0	0	3	0	372	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	1	46	0	167	4	0	3	0	224	0.023391812865497075	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.010151681795031169	68.2790491817043	0.007302679565994291	71.3175937247473
red	2	45	1	63	1	0	0	0	185	0.015625	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.006110517449701853	113.43510369874905	0.007302679565994291	71.3175937247473
red	3	100	0	352	3	0	7	0	464	0.008450704225352112	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.0024348096893039295	284.682282810409	0.007302679565994291	71.3175937247473
red	4	48	1	58	1	0	3	0	181	0.01694915254237288	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.00679488688884911	102.01011317752013	0.007302679565994291	71.3175937247473
red	5	43	0	140	2	0	6	0	214	0.014084507042253521	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.005316685982070795	130.37203680966155	0.007302679565994291	71.3175937247473
red	6	40	0	173	2	0	3	0	214	0.011428571428571429	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.003953947226270357	175.3051168600879	0.007302679565994291	71.3175937247473
red	7	49	2	65	0	0	2	0	187	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	8	52	0	97	1	0	4	0	187	0.01020408163265306	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.0033281646717407253	208.26709280505926	0.007302679565994291	71.3175937247473
red	9	39	0	214	4	0	2	0	250	0.01834862385321101	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.007520225888961875	92.1710585286196	0.007302679565994291	71.3175937247473
red	10	69	1	177	0	1	7	0	213	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	11	86	1	389	5	0	7	0	472	0.012690355329949238	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.004600432048608533	150.67001821483217	0.007302679565994291	71.3175937247473
red	12	39	0	150	2	0	6	0	196	0.013157894736842105	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.004840404641597103	143.20025532643066	0.007302679565994291	71.3175937247473
red	13	25	0	24	1	0	3	0	199	0.04	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.019018745105819548	36.44547401541488	0.007302679565994291	71.3175937247473
red	14	53	0	43	0	0	2	1	378	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	15	22	0	19	0	0	1	0	175	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	16	12	0	12	0	0	0	0	159	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
