	domain	phylum	class	order	family	genus	species
ASV_4851	NA	NA	NA	NA	NA	NA	NA
ASV_4852	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4853	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_4854	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_4855	NA	NA	NA	NA	NA	NA	NA
ASV_4856	NA	NA	NA	NA	NA	NA	NA
ASV_4857	NA	NA	NA	NA	NA	NA	NA
ASV_4858	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_4859	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4860	NA	NA	NA	NA	NA	NA	NA
ASV_4861	NA	NA	NA	NA	NA	NA	NA
ASV_4862	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4863	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	NA	NA	NA
ASV_4864	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_4865	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4866	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4867	NA	NA	NA	NA	NA	NA	NA
ASV_4868	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4869	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_4870	NA	NA	NA	NA	NA	NA	NA
ASV_4871	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	NA
ASV_4872	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4873	NA	NA	NA	NA	NA	NA	NA
ASV_4874	NA	NA	NA	NA	NA	NA	NA
ASV_4875	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Spiribacter	NA
ASV_4876	NA	NA	NA	NA	NA	NA	NA
ASV_4877	NA	NA	NA	NA	NA	NA	NA
ASV_4878	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_4879	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4880	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV_4881	NA	NA	NA	NA	NA	NA	NA
ASV_4882	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4883	NA	NA	NA	NA	NA	NA	NA
ASV_4884	NA	NA	NA	NA	NA	NA	NA
ASV_4885	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4886	NA	NA	NA	NA	NA	NA	NA
ASV_4887	NA	NA	NA	NA	NA	NA	NA
ASV_4888	NA	NA	NA	NA	NA	NA	NA
ASV_4889	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4890	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_4891	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4892	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4893	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4894	NA	NA	NA	NA	NA	NA	NA
ASV_4895	NA	NA	NA	NA	NA	NA	NA
ASV_4896	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4897	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
ASV_4898	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4899	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_4900	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4901	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4902	NA	NA	NA	NA	NA	NA	NA
ASV_4903	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4904	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	NA
ASV_4905	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV_4906	NA	NA	NA	NA	NA	NA	NA
ASV_4907	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4908	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA
ASV_4909	NA	NA	NA	NA	NA	NA	NA
ASV_4910	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_4911	Bacteria	Caldisericota	Caldisericia	Caldisericales	WCHB1-02	NA	NA
ASV_4912	NA	NA	NA	NA	NA	NA	NA
ASV_4913	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4914	NA	NA	NA	NA	NA	NA	NA
ASV_4915	NA	NA	NA	NA	NA	NA	NA
ASV_4916	NA	NA	NA	NA	NA	NA	NA
ASV_4917	NA	NA	NA	NA	NA	NA	NA
ASV_4918	NA	NA	NA	NA	NA	NA	NA
ASV_4919	NA	NA	NA	NA	NA	NA	NA
ASV_4920	NA	NA	NA	NA	NA	NA	NA
ASV_4921	NA	NA	NA	NA	NA	NA	NA
ASV_4922	NA	NA	NA	NA	NA	NA	NA
ASV_4923	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
ASV_4924	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_4925	NA	NA	NA	NA	NA	NA	NA
ASV_4926	NA	NA	NA	NA	NA	NA	NA
ASV_4927	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4928	NA	NA	NA	NA	NA	NA	NA
ASV_4929	NA	NA	NA	NA	NA	NA	NA
ASV_4930	NA	NA	NA	NA	NA	NA	NA
ASV_4931	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4932	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4933	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4934	NA	NA	NA	NA	NA	NA	NA
ASV_4935	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_4936	NA	NA	NA	NA	NA	NA	NA
ASV_4937	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	L21-RPul-D3	NA	NA
ASV_4938	NA	NA	NA	NA	NA	NA	NA
ASV_4939	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_4940	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4941	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4942	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_4943	NA	NA	NA	NA	NA	NA	NA
ASV_4944	NA	NA	NA	NA	NA	NA	NA
ASV_4945	NA	NA	NA	NA	NA	NA	NA
ASV_4946	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA
ASV_4947	NA	NA	NA	NA	NA	NA	NA
ASV_4948	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_4949	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4950	NA	NA	NA	NA	NA	NA	NA
ASV_4951	NA	NA	NA	NA	NA	NA	NA
ASV_4952	NA	NA	NA	NA	NA	NA	NA
ASV_4953	NA	NA	NA	NA	NA	NA	NA
ASV_4954	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4955	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4956	NA	NA	NA	NA	NA	NA	NA
ASV_4957	NA	NA	NA	NA	NA	NA	NA
ASV_4958	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4959	NA	NA	NA	NA	NA	NA	NA
ASV_4960	Bacteria	Patescibacteria	NA	NA	NA	NA	NA
ASV_4961	NA	NA	NA	NA	NA	NA	NA
ASV_4962	NA	NA	NA	NA	NA	NA	NA
ASV_4963	NA	NA	NA	NA	NA	NA	NA
ASV_4964	NA	NA	NA	NA	NA	NA	NA
ASV_4965	NA	NA	NA	NA	NA	NA	NA
ASV_4966	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_4967	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkalitalea	NA
ASV_4968	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4969	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_4970	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4971	NA	NA	NA	NA	NA	NA	NA
ASV_4972	NA	NA	NA	NA	NA	NA	NA
ASV_4973	NA	NA	NA	NA	NA	NA	NA
ASV_4974	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV_4975	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4976	NA	NA	NA	NA	NA	NA	NA
ASV_4977	NA	NA	NA	NA	NA	NA	NA
ASV_4978	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4979	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4980	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4981	NA	NA	NA	NA	NA	NA	NA
ASV_4982	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4983	NA	NA	NA	NA	NA	NA	NA
ASV_4984	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4985	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA
ASV_4986	NA	NA	NA	NA	NA	NA	NA
ASV_4987	NA	NA	NA	NA	NA	NA	NA
ASV_4988	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4989	NA	NA	NA	NA	NA	NA	NA
ASV_4990	NA	NA	NA	NA	NA	NA	NA
ASV_4991	NA	NA	NA	NA	NA	NA	NA
ASV_4992	NA	NA	NA	NA	NA	NA	NA
ASV_4993	NA	NA	NA	NA	NA	NA	NA
ASV_4994	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4995	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	NA
ASV_4996	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_4997	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
ASV_4998	NA	NA	NA	NA	NA	NA	NA
ASV_4999	NA	NA	NA	NA	NA	NA	NA
ASV_5000	NA	NA	NA	NA	NA	NA	NA
ASV_5001	NA	NA	NA	NA	NA	NA	NA
ASV_5002	NA	NA	NA	NA	NA	NA	NA
ASV_5003	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5004	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5005	NA	NA	NA	NA	NA	NA	NA
ASV_5006	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5007	NA	NA	NA	NA	NA	NA	NA
ASV_5008	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5009	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5010	NA	NA	NA	NA	NA	NA	NA
ASV_5011	NA	NA	NA	NA	NA	NA	NA
ASV_5012	NA	NA	NA	NA	NA	NA	NA
ASV_5013	NA	NA	NA	NA	NA	NA	NA
ASV_5014	NA	NA	NA	NA	NA	NA	NA
ASV_5015	NA	NA	NA	NA	NA	NA	NA
ASV_5016	NA	NA	NA	NA	NA	NA	NA
ASV_5017	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5018	NA	NA	NA	NA	NA	NA	NA
ASV_5019	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5020	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5021	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5022	NA	NA	NA	NA	NA	NA	NA
ASV_5023	NA	NA	NA	NA	NA	NA	NA
ASV_5024	NA	NA	NA	NA	NA	NA	NA
ASV_5025	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5026	Bacteria	Firmicutes	Bacilli	Lactobacillales	Catellicoccaceae	Catellicoccus	NA
ASV_5027	NA	NA	NA	NA	NA	NA	NA
ASV_5028	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5029	NA	NA	NA	NA	NA	NA	NA
ASV_5030	NA	NA	NA	NA	NA	NA	NA
ASV_5031	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5032	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5033	NA	NA	NA	NA	NA	NA	NA
ASV_5034	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5035	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5036	NA	NA	NA	NA	NA	NA	NA
ASV_5037	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5038	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5039	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5040	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_5041	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5042	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5043	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5044	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5045	NA	NA	NA	NA	NA	NA	NA
ASV_5046	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_5047	NA	NA	NA	NA	NA	NA	NA
ASV_5048	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_5049	NA	NA	NA	NA	NA	NA	NA
ASV_5050	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5051	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_5052	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5053	NA	NA	NA	NA	NA	NA	NA
ASV_5054	NA	NA	NA	NA	NA	NA	NA
ASV_5055	NA	NA	NA	NA	NA	NA	NA
ASV_5056	NA	NA	NA	NA	NA	NA	NA
ASV_5057	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
ASV_5058	NA	NA	NA	NA	NA	NA	NA
ASV_5059	NA	NA	NA	NA	NA	NA	NA
ASV_5060	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_5061	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5062	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5063	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5064	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5065	NA	NA	NA	NA	NA	NA	NA
ASV_5066	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA
ASV_5067	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5068	NA	NA	NA	NA	NA	NA	NA
ASV_5069	NA	NA	NA	NA	NA	NA	NA
ASV_5070	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5071	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5072	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5073	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5074	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5075	Bacteria	Verrucomicrobiota	Chlamydiae	LD1-PA32	NA	NA	NA
ASV_5076	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5077	NA	NA	NA	NA	NA	NA	NA
ASV_5078	NA	NA	NA	NA	NA	NA	NA
ASV_5079	NA	NA	NA	NA	NA	NA	NA
ASV_5080	NA	NA	NA	NA	NA	NA	NA
ASV_5081	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5082	NA	NA	NA	NA	NA	NA	NA
ASV_5083	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5084	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5085	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha	NA
ASV_5086	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5087	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5088	NA	NA	NA	NA	NA	NA	NA
ASV_5089	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5090	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV_5091	NA	NA	NA	NA	NA	NA	NA
ASV_5092	NA	NA	NA	NA	NA	NA	NA
ASV_5093	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5094	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5095	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5096	NA	NA	NA	NA	NA	NA	NA
ASV_5097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
ASV_5098	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA
ASV_5099	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	Pseudobacteriovorax	NA
ASV_5100	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_5101	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_5102	NA	NA	NA	NA	NA	NA	NA
ASV_5103	NA	NA	NA	NA	NA	NA	NA
ASV_5104	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5105	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5106	NA	NA	NA	NA	NA	NA	NA
ASV_5107	NA	NA	NA	NA	NA	NA	NA
ASV_5108	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	NA	Marinibaculum	NA
ASV_5109	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5110	NA	NA	NA	NA	NA	NA	NA
ASV_5111	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	NA
ASV_5112	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5113	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5114	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5115	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5116	NA	NA	NA	NA	NA	NA	NA
ASV_5117	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5118	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA
ASV_5119	NA	NA	NA	NA	NA	NA	NA
ASV_5120	NA	NA	NA	NA	NA	NA	NA
ASV_5121	NA	NA	NA	NA	NA	NA	NA
ASV_5122	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5123	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_5124	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5125	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	NA
ASV_5126	NA	NA	NA	NA	NA	NA	NA
ASV_5127	NA	NA	NA	NA	NA	NA	NA
ASV_5128	NA	NA	NA	NA	NA	NA	NA
ASV_5129	NA	NA	NA	NA	NA	NA	NA
ASV_5130	NA	NA	NA	NA	NA	NA	NA
ASV_5131	NA	NA	NA	NA	NA	NA	NA
ASV_5132	NA	NA	NA	NA	NA	NA	NA
ASV_5133	NA	NA	NA	NA	NA	NA	NA
ASV_5134	NA	NA	NA	NA	NA	NA	NA
ASV_5135	NA	NA	NA	NA	NA	NA	NA
ASV_5136	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_5137	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5138	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_5139	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5140	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5141	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5142	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5143	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5144	NA	NA	NA	NA	NA	NA	NA
ASV_5145	NA	NA	NA	NA	NA	NA	NA
ASV_5146	NA	NA	NA	NA	NA	NA	NA
ASV_5147	NA	NA	NA	NA	NA	NA	NA
ASV_5148	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5149	NA	NA	NA	NA	NA	NA	NA
ASV_5150	NA	NA	NA	NA	NA	NA	NA
ASV_5151	NA	NA	NA	NA	NA	NA	NA
ASV_5152	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_5153	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5154	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5155	NA	NA	NA	NA	NA	NA	NA
ASV_5156	Eukaryota	NA	NA	Jakobida	NA	Jakoba	NA
ASV_5157	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_5158	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5159	Eukaryota	NA	Chrysophyceae	Chromulinales	NA	NA	NA
ASV_5160	NA	NA	NA	NA	NA	NA	NA
ASV_5161	NA	NA	NA	NA	NA	NA	NA
ASV_5162	NA	NA	NA	NA	NA	NA	NA
ASV_5163	NA	NA	NA	NA	NA	NA	NA
ASV_5164	Bacteria	Bacteroidota	Bacteroidia	ML602M-17	NA	NA	NA
ASV_5165	NA	NA	NA	NA	NA	NA	NA
ASV_5166	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
ASV_5167	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_5168	NA	NA	NA	NA	NA	NA	NA
ASV_5169	NA	NA	NA	NA	NA	NA	NA
ASV_5170	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
ASV_5171	NA	NA	NA	NA	NA	NA	NA
ASV_5172	NA	NA	NA	NA	NA	NA	NA
ASV_5173	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_5174	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_5175	NA	NA	NA	NA	NA	NA	NA
ASV_5176	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	NA
ASV_5177	NA	NA	NA	NA	NA	NA	NA
ASV_5178	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5179	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	NA
ASV_5180	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5181	NA	NA	NA	NA	NA	NA	NA
ASV_5182	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5183	NA	NA	NA	NA	NA	NA	NA
ASV_5184	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5185	NA	NA	NA	NA	NA	NA	NA
ASV_5186	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5187	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_5188	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5189	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV_5190	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5191	NA	NA	NA	NA	NA	NA	NA
ASV_5192	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_5193	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_5194	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_5195	NA	NA	NA	NA	NA	NA	NA
ASV_5196	NA	NA	NA	NA	NA	NA	NA
ASV_5197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Blvii28 wastewater-sludge group	NA
ASV_5198	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_5199	NA	NA	NA	NA	NA	NA	NA
ASV_5200	NA	NA	NA	NA	NA	NA	NA
ASV_5201	NA	NA	NA	NA	NA	NA	NA
ASV_5202	NA	NA	NA	NA	NA	NA	NA
ASV_5203	NA	NA	NA	NA	NA	NA	NA
ASV_5204	NA	NA	NA	NA	NA	NA	NA
ASV_5205	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5206	NA	NA	NA	NA	NA	NA	NA
ASV_5207	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_5208	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_5209	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_5210	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_5211	NA	NA	NA	NA	NA	NA	NA
ASV_5212	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5213	NA	NA	NA	NA	NA	NA	NA
ASV_5214	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5215	NA	NA	NA	NA	NA	NA	NA
ASV_5216	NA	NA	NA	NA	NA	NA	NA
ASV_5217	NA	NA	NA	NA	NA	NA	NA
ASV_5218	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
ASV_5219	NA	NA	NA	NA	NA	NA	NA
ASV_5220	NA	NA	NA	NA	NA	NA	NA
ASV_5221	NA	NA	NA	NA	NA	NA	NA
ASV_5222	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_5223	NA	NA	NA	NA	NA	NA	NA
ASV_5224	NA	NA	NA	NA	NA	NA	NA
ASV_5225	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5226	NA	NA	NA	NA	NA	NA	NA
ASV_5227	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5228	NA	NA	NA	NA	NA	NA	NA
ASV_5229	NA	NA	NA	NA	NA	NA	NA
ASV_5230	NA	NA	NA	NA	NA	NA	NA
ASV_5231	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5232	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5233	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5234	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5235	NA	NA	NA	NA	NA	NA	NA
ASV_5236	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	NA
ASV_5237	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5238	NA	NA	NA	NA	NA	NA	NA
ASV_5239	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	L21-RPul-D3	NA	NA
ASV_5240	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5241	NA	NA	NA	NA	NA	NA	NA
ASV_5242	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_5243	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5244	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5245	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5246	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA
